,Player,ポジション,投打,身長／体重,生年月日,経歴,ドラフト
https://npb.jp/bis/players/21225110.html,藤田　一也,,右投左打,175cm／77kg,1982年7月3日,鳴門一高 - 近畿大,2004年ドラフト4巡目
https://npb.jp/bis/players/21625133.html,宮國　椋丞,,右投右打,186cm／88kg,1992年4月17日,糸満高,2010年ドラフト2位
https://npb.jp/bis/players/31035135.html,高木　京介,,左投左打,183cm／90kg,1989年9月5日,星稜高 - 国学院大,2011年ドラフト4位
https://npb.jp/bis/players/81085132.html,田中　豊樹,,右投右打,180cm／98kg,1993年12月1日,佐賀商 - 日本文理大,2015年ドラフト5位
https://npb.jp/bis/players/51255134.html,谷岡　竜平,,右投右打,181cm／89kg,1996年3月21日,成立学園高 - 東芝,2016年ドラフト3位
https://npb.jp/bis/players/43945157.html,Ｔ．ビーディ,,右投右打,188cm／97kg,1993年5月23日,バンダービルト大 - ジャイアンツ - パイレーツ,
https://npb.jp/bis/players/83985157.html,Ｌ．ブリンソン,,右投右打,196cm／96kg,1994年5月8日,コーラルスプリングス高 - ブルワーズ - マーリンズ - ジャイアンツ,
https://npb.jp/bis/players/51655112.html,松田　宣浩,,右投右打,180cm／86kg,1983年5月17日,岐阜・中京高 - 亜細亜大,2005年大学生・社会人ドラフト希望枠
https://npb.jp/bis/players/31435139.html,三上　朋也,,右投右打,190cm／90kg,1989年4月10日,県立岐阜商 - 法政大 - JX-ENEOS,2013年ドラフト4位
https://npb.jp/bis/players/13515153.html,山本　一輝,,左投左打,182cm／86kg,1998年6月28日,東郷高 - 中京大,2020年ドラフト6位
https://npb.jp/bis/players/23025157.html,Ｙ．ロペス,,右投右打,190cm／84kg,1993年1月2日,ESPAクララツェトキン校 - ダイヤモンドバックス - メッツ,
https://npb.jp/bis/players/01105131.html,荒木　貴裕,,右投右打,180cm／84kg,1987年7月26日,帝京三高 - 近畿大,2009年ドラフト3位
https://npb.jp/bis/players/21125138.html,市川　悠太,,右投右打,184cm／75kg,2001年3月29日,明徳義塾高,2018年ドラフト3位
https://npb.jp/bis/players/33735157.html,Ｒ．エスピナル,,右投右打,190cm／97kg,1991年10月6日,リシオミルグロスヘルナンデス高 - レッドソックス - レッズ,
https://npb.jp/bis/players/91595139.html,奥村　展征,,右投左打,178cm／76kg,1995年5月26日,日大山形高,2013年ドラフト4位
https://npb.jp/bis/players/01305136.html,大下　佑馬,,右投左打,179cm／83kg,1992年7月6日,崇徳高 - 亜細亜大 - 三菱重工広島,2017年ドラフト2位
https://npb.jp/bis/players/71775138.html,久保　拓眞,,左投左打,175cm／75kg,1996年7月27日,自由ケ丘高 - 九州共立大,2018年ドラフト7位
https://npb.jp/bis/players/41045151.html,杉山　晃基,,右投左打,182cm／84kg,1997年6月25日,盛岡大付高 - 創価大,2019年ドラフト3位
https://npb.jp/bis/players/51455132.html,成田　翔,,左投左打,170cm／78kg,1998年2月3日,秋田商,2015年ドラフト3位
https://npb.jp/bis/players/23925157.html,Ｄ．ピーターズ,,左投左打,180cm／88kg,1992年8月31日,テキサス大オースティン校 - マーリンズ - エンゼルス - パイレーツ,
https://npb.jp/bis/players/61665138.html,松本　友,,右投左打,179cm／86kg,1995年2月5日,東福岡高 - 明治学院大 - BC・福井,2018年育成選手ドラフト2位
https://npb.jp/bis/players/43145151.html,吉田　大喜,,右投右打,175cm／83kg,1997年7月27日,大冠高 - 日本体育大,2019年ドラフト2位
https://npb.jp/bis/players/43345136.html,Ｚ．アルモンテ,,右投両打,182cm／99kg,1989年6月10日,セナペック高 - ヤンキース,
https://npb.jp/bis/players/43545157.html,Ａ．アキーノ,,右投右打,195cm／108kg,1994年4月22日,セナペック高 - レッズ,
https://npb.jp/bis/players/81185136.html,伊藤　康祐,,右投右打,174cm／76kg,2000年2月3日,中京大中京高,2017年ドラフト5位
https://npb.jp/bis/players/61365118.html,大野　奨太,,右投右打,177cm／83kg,1987年1月13日,岐阜総合学園高 - 東洋大,2008年ドラフト1位
https://npb.jp/bis/players/61565151.html,岡野　祐一郎,,右投右打,180cm／87kg,1994年4月16日,聖光学院高 - 青山学院大 - 東芝,2019年ドラフト3位
https://npb.jp/bis/players/63765155.html,Ｇ．ガルシア,,右投左打,182cm／106kg,2000年7月1日,マヌエルファハルド体育大 - キューバ・グランマ,
https://npb.jp/bis/players/31035118.html,谷元　圭介,,右投右打,167cm／72kg,1985年1月28日,稲生高 - 中部大 - バイタルネット,2008年ドラフト7位
https://npb.jp/bis/players/01205114.html,堂上　直倫,,右投右打,184cm／88kg,1988年9月23日,愛工大名電高,2006年高校生ドラフト1巡目
https://npb.jp/bis/players/31635114.html,福田　永将,,右投右打,181cm／90kg,1988年7月23日,横浜高,2006年高校生ドラフト3巡目
https://npb.jp/bis/players/81285137.html,溝脇　隼人,,右投左打,179cm／79kg,1994年5月17日,九州学院高,2012年ドラフト5位
https://npb.jp/bis/players/33435155.html,Ｐ．レビーラ,,右投右打,175cm／100kg,1999年3月23日,エイデスポーツ専門学校 - キューバ・グアンタナモ,
https://npb.jp/bis/players/33935151.html,Ｙ．ロドリゲス,,右投右打,186cm／97kg,1997年3月10日,エスクエラアルマンドメストレ高 - キューバ・カマグエイ,
https://npb.jp/bis/players/51355132.html,石岡　諒太,,左投左打,188cm／93kg,1992年5月25日,神戸国際大付高 - JR東日本,2015年ドラフト6位
https://npb.jp/bis/players/63765157.html,Ｊ．コットン,,右投右打,180cm／91kg,1992年1月19日,イーストカロライナ大 - アスレチックス - レンジャーズ - ツインズ - ジャイアンツ,
https://npb.jp/bis/players/11215153.html,佐野　如一,,右投左打,174cm／83kg,1998年9月2日,霞ヶ浦高 - 仙台大,2020年育成選手ドラフト5位
https://npb.jp/bis/players/83785157.html,Ｆ．シュウィンデル,,右投右打,185cm／100kg,1992年6月29日,セントジョーンズ大 - ロイヤルズ - アスレチックス - カブス,
https://npb.jp/bis/players/21025132.html,竹安　大知,,右投右打,183cm／83kg,1994年9月27日,伊東商 - 熊本ゴールデンラークス,2015年ドラフト3位
https://npb.jp/bis/players/63065157.html,Ｊ．ニックス,,右投右打,193cm／100kg,1996年1月9日,IMGアカデミー - パドレス,
https://npb.jp/bis/players/53355134.html,山本　由伸,,右投右打,178cm／80kg,1998年8月17日,都城高,2016年ドラフト4位
https://npb.jp/bis/players/73375132.html,渡邉　大樹,,右投右打,182cm／87kg,1997年6月7日,専大松戸高,2015年ドラフト6位
https://npb.jp/bis/players/73275155.html,Ｊ．ワゲスパック,,右投右打,198cm／106kg,1993年11月5日,ミシシッピ大 - ブルージェイズ,
https://npb.jp/bis/players/61365133.html,江村　直也,,右投右打,176cm／80kg,1992年5月6日,大阪桐蔭高,2010年ドラフト5位
https://npb.jp/bis/players/21025153.html,佐藤　奨真,,左投左打,177cm／78kg,1998年6月2日,関東第一高 - 専修大,2020年育成選手ドラフト4位
https://npb.jp/bis/players/01005138.html,土居　豪人,,右投右打,191cm／92kg,2000年4月2日,松山聖陵高,2018年ドラフト8位
https://npb.jp/bis/players/11615114.html,福田　秀平,,右投左打,182cm／77kg,1989年2月10日,多摩大聖ヶ丘高,2006年高校生ドラフト1巡目
https://npb.jp/bis/players/13415157.html,Ｍ．ブロッソー,,右投右打,180cm／92kg,1994年3月15日,オークランド大 - レイズ - ブルワーズ,
https://npb.jp/bis/players/51455139.html,三木　亮,,右投右打,175cm／78kg,1991年10月25日,遊学館高 - 上武大,2013年ドラフト3位
https://npb.jp/bis/players/63565157.html,Ｗ．アストゥディーヨ,,右投右打,175cm／102kg,1991年10月14日,ヘネラルアンブロシオラザ高 - ツインズ - マーリンズ,
https://npb.jp/bis/players/61365138.html,奥村　政稔,,右投右打,176cm／79kg,1992年8月14日,大分・中津商 - 九州国際大 - 三菱重工長崎 - 三菱日立パワーシステムズ,2018年ドラフト7位
https://npb.jp/bis/players/93395151.html,Ｊ．ガンケル,,右投右打,199cm／101kg,1991年12月30日,ウエストチェスター大 - 米マイナー,
https://npb.jp/bis/players/83785155.html,Ｆ．ガルビス,,右投両打,178cm／86kg,1989年11月14日,UEコレヒオサンフランシスコハビエル高 - フィリーズ - パドレス - ブルージェイズ - レッズ - オリオールズ - フィリーズ,
https://npb.jp/bis/players/51955136.html,椎野　新,,右投右打,196cm／91kg,1995年10月10日,村上桜ヶ丘高 - 国士舘大,2017年ドラフト4位
https://npb.jp/bis/players/71075132.html,髙橋　純平,,右投右打,184cm／86kg,1997年5月8日,県立岐阜商,2015年ドラフト1位
https://npb.jp/bis/players/03505139.html,Ａ．デスパイネ,,右投右打,175cm／95kg,1986年6月17日,マニュエルファハルドキューバ国立体育大 - キューバ・グランマ,
https://npb.jp/bis/players/33035157.html,Ｃ．ホーキンス,,右投右打,190cm／111kg,1993年11月12日,メアリーキャロル高 - 米マイナー,
https://npb.jp/bis/players/71175130.html,安樂　智大,,右投左打,186cm／87kg,1996年11月4日,済美高,2014年ドラフト1位
https://npb.jp/bis/players/71375132.html,石橋　良太,,右投左打,175cm／77kg,1991年6月6日,明徳義塾高 - 拓殖大 - ホンダ,2015年ドラフト5位
https://npb.jp/bis/players/71375112.html,銀次,,右投左打,174cm／78kg,1988年2月24日,盛岡中央高,2005年高校生ドラフト3巡目
https://npb.jp/bis/players/33935155.html,Ｃ．ギッテンス,,右投右打,193cm／113kg,1994年2月4日,グレイソン大 - ヤンキース,
https://npb.jp/bis/players/11015133.html,塩見　貴洋,,左投左打,182cm／77kg,1988年9月6日,帝京五高 - 八戸大,2010年ドラフト1位
https://npb.jp/bis/players/71975138.html,正隨　優弥,,右投右打,180cm／100kg,1996年4月2日,大阪桐蔭高 - 亜細亜大,2018年ドラフト6位
https://npb.jp/bis/players/71075134.html,髙田　萌生,,右投右打,178cm／83kg,1998年7月4日,創志学園高,2016年ドラフト5位
https://npb.jp/bis/players/93995157.html,Ｍ．バニュエロス,,左投右打,178cm／97kg,1991年3月13日,CBTIS159高 - ブレーブス - ホワイトソックス - 台湾・富邦 - ヤンキース - パイレーツ,
https://npb.jp/bis/players/81285139.html,松井　裕樹,,左投左打,174cm／74kg,1995年10月30日,桐光学園高,2013年ドラフト1位
https://npb.jp/bis/players/03105132.html,横尾　俊建,,右投右打,177cm／95kg,1993年5月27日,日大三高 - 慶応大,2015年ドラフト6位
https://npb.jp/bis/players/61665139.html,和田　恋,,右投右打,180cm／93kg,1995年9月26日,高知高,2013年ドラフト2位
https://npb.jp/bis/players/21325132.html,呉　念庭,,右投左打,175cm／80kg,1993年6月7日,岡山県共生高 - 第一工業大,2015年ドラフト7位
https://npb.jp/bis/players/23725155.html,Ｄ．エンス,,左投左打,185cm／97kg,1991年5月16日,セントラルミシガン大 - ツインズ - レイズ,
https://npb.jp/bis/players/81585137.html,公文　克彦,,左投左打,173cm／83kg,1992年3月4日,高知高 - 大阪ガス,2012年ドラフト4位
https://npb.jp/bis/players/53955155.html,Ｂ．クリスキー,,右投右打,190cm／86kg,1994年2月3日,サザンカリフォルニア大 - ヤンキース - オリオールズ,
https://npb.jp/bis/players/61765136.html,齊藤　誠人,,右投左打,180cm／86kg,1995年8月7日,札幌光星高 - 北海道教育大岩見沢校,2017年育成選手ドラフト2位
https://npb.jp/bis/players/41245134.html,張　奕,,右投右打,182cm／86kg,1994年2月26日,福岡第一高 - 日本経済大,2016年育成選手ドラフト1位
https://npb.jp/bis/players/33935157.html,Ｊ．ティノコ,,右投右打,193cm／117kg,1995年4月30日,ボリバルバラカンス高 - ロッキーズ - マーリンズ - ロッキーズ - レンジャーズ,
https://npb.jp/bis/players/71275138.html,中熊　大智,,右投左打,176cm／87kg,1996年8月27日,九州学院高 - 徳山大,2018年育成選手ドラフト3位
https://npb.jp/bis/players/41445155.html,中山　誠吾,,右投左打,190cm／98kg,1999年5月9日,青藍泰斗高 - 白鴎大,2021年ドラフト6位
https://npb.jp/bis/players/13015157.html,Ｍ．ペイトン,,左投左打,173cm／82kg,1991年12月7日,テキサス大 - レッズ - ホワイトソックス,
https://npb.jp/bis/players/53055157.html,Ｄ．マキノン,,右投右打,188cm／100kg,1994年12月15日,ハートフォード大 - エンゼルス - アスレチックス,
https://npb.jp/bis/players/83585155.html,Ａ．アルカンタラ,,右投両打,178cm／85kg,1991年10月29日,コレヒオプロフェソルペゲロ高 - カブス - アスレチックス - レッズ,
https://npb.jp/bis/players/41745114.html,木村　文紀,,右投右打,183cm／86kg,1988年9月13日,埼玉栄高,2006年高校生ドラフト1巡目
https://npb.jp/bis/players/91295151.html,立野　和明,,右投右打,181cm／87kg,1998年4月3日,中部大一高 - 東海理化,2019年ドラフト2位
https://npb.jp/bis/players/73275157.html,Ａ．ハンソン,,右投両打,183cm／84kg,1992年10月22日,セナペックラロマーナ高 - パイレーツ - ホワイトソックス - ジャイアンツ - ブルージェイズ - BC・茨城,
https://npb.jp/bis/players/71675132.html,姫野　優也,,右投右打,184cm／96kg,1997年4月2日,大阪偕星学園高,2015年ドラフト8位
https://npb.jp/bis/players/03205157.html,Ｊ．マーベル,,右投右打,193cm／97kg,1993年9月17日,デューク大 - パイレーツ,
https://npb.jp/bis/players/73475155.html,Ｃ．メネズ,,左投左打,188cm／93kg,1995年5月29日,マスターズ大 - ジャイアンツ - カブス,
https://npb.jp/bis/players/11615137.html,谷内　亮太,,右投右打,177cm／80kg,1991年2月3日,金沢西高 - 国学院大,2012年ドラフト6位
https://npb.jp/bis/players/23525138.html,王　柏融,,右投左打,182cm／91kg,1993年9月9日,中国文化大 - 台湾・ラミゴ,
https://npb.jp/bis/players/03505153.html,Ｒ．アルカンタラ,,右投右打,193cm／109kg,1992年12月4日,リセオエマバラングエル高 - アスレチックス - 韓国・KT - 韓国・斗山,
https://npb.jp/bis/players/91195119.html,糸井　嘉男,,右投左打,188cm／99kg,1981年7月31日,宮津高 - 近畿大,2003年ドラフト自由枠
https://npb.jp/bis/players/93795155.html,Ａ．ウィルカーソン,,右投右打,191cm／95kg,1989年5月24日,カンバーランド大 - ブルワーズ,
https://npb.jp/bis/players/21625119.html,チェン・ウェイン,,左投右打,183cm／86kg,1985年7月21日,台湾・国立体育大,
https://npb.jp/bis/players/63365138.html,Ｊ．マルテ,,右投右打,185cm／102kg,1991年6月21日,セナペックラロマーナ高 - タイガース - エンゼルス,
